pl_name,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_ratdor,pl_ratror,st_spectype,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_age,st_dens,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,pl_class
Kepler-190 c,1,2,3.763024,0.045,1.46,0.13,2.73,0.00859,M-R relationship,4.82,0,181.7,948,86.43,19.31,0.01705,,5106,0.8,0.86,0.02,-0.441,4.56,3.72,9.62119,433.387,14.336,12.231,14.1175,Super Earth
Kepler-1900 b,1,1,2.9862299,0.042,1.623,0.145,3.27,0.0103,M-R relationship,4.2,0,798.35,1356,88.11,7.55,0.01022,,6173,1.04,1.1,-0.04,0.22,4.45,0.4,0.91284,1540.43,15.502,13.815,15.2816,Super Earth
Kepler-1901 b,1,1,3.48412991,0.0453,1.474,0.132,2.77,0.00873,M-R relationship,4.75,0,389.41,1132,89.68,18.84,0.01156,,5696,0.92,1.02,0.14,-0.003,4.52,0.7,10.4217,1028.37,15.097,13.31,14.9006,Super Earth
Kepler-1902 b,1,1,3.82222009,0.0385,1.176,0.105,1.74,0.00546,M-R relationship,5.88,0,30.84,601,86.19,15.97,0.01756,,3729,0.51,0.52,0.06,-1.117,4.73,,1.67701,344.337,16.113,12.677,15.662,Super Earth
Kepler-1904 b,1,1,4.57702017,0.0436,1.39,0.124,2.51,0.00791,M-R relationship,5.13,0,24.38,567,89.48,38.2,0.02453,,3805,0.5,0.53,-0.1,-1.298,4.77,1.2,41.37983,270.854,16.367,12.752,15.7421,Super Earth
Kepler-1905 b,1,1,3.42392993,0.0451,1.446,0.129,2.69,0.00845,M-R relationship,4.89,0,508.75,1212,89.16,14.59,0.01129,,5788,1.02,1.04,0.16,-0.025,4.44,0.3,5.01632,1051.53,15.086,13.487,14.9902,Super Earth
Kepler-1907 b,1,2,5.65245009,0.0565,0.87,0.078,0.589,0.00185,M-R relationship,4.92,0,127.1,856,85,21.54,0.01009,,5159,0.8,0.75,-0.16,-0.625,4.51,14,0.62612,292.111,13.989,11.726,13.7309,Terrestrial
Kepler-1907 c,1,2,14.86390018,0.1076,1.155,0.103,1.63,0.00513,M-R relationship,5.81,0,35.04,620,84.23,8.23,0.0187,,5159,0.8,0.75,-0.16,-0.625,4.51,14,0.08552,292.111,13.989,11.726,13.7309,Super Earth
Kepler-1909 b,1,1,2.39160991,0.0306,1.092,0.097,1.33,0.00419,M-R relationship,5.61,0,266.01,1031,88.15,9.669,0.01243,,4935,0.69,0.66,-0.42,-0.576,4.59,13.9,2.65201,763.662,15.933,13.558,15.7907,Super Earth
Kepler-191 b,1,3,9.939632,0.087,1.34,0.12,2.36,0.00742,M-R relationship,5.39,0,64.29,722,84.14,9.14,0.01558,,5282,0.79,0.81,0.13,-0.414,4.59,0.9,3.25127,594.464,14.987,12.883,14.7758,Super Earth
Kepler-191 c,1,3,17.738506,0.128,1.86,0.166,4.12,0.013,M-R relationship,3.52,0,29.74,596,88.16,29,0.0254,,5282,0.79,0.81,0.13,-0.414,4.59,0.9,1.08804,594.464,14.987,12.883,14.7758,Super Earth
Kepler-1910 b,1,1,5.68876982,0.0536,1.184,0.106,1.78,0.0056,M-R relationship,5.89,0,40.88,645,88.6,16.42,0.01415,,4234,0.64,0.64,-0.02,-0.927,4.63,13.9,2.38088,,16.092,12.775,15.5768,Super Earth
Kepler-1911 b,1,1,5.9907999,0.0636,1.011,0.09,1.01,0.00318,M-R relationship,5.37,0,223.93,987,84.42,9.71,0.00788,,5721,0.97,0.95,0,-0.078,4.44,,0.48279,269.912,12.245,10.635,12.1119,Super Earth
Kepler-1912 b,1,1,6.05921984,0.0646,1.357,0.121,2.41,0.00758,M-R relationship,5.3,0,214.55,976,89.19,36.2,0.01155,,5734,0.96,0.98,0.04,-0.049,4.46,,15.23066,297.017,12.36,10.799,12.2385,Super Earth
Kepler-1913 b,1,1,14.1960001,0.1209,1.519,0.135,2.92,0.00918,M-R relationship,4.58,0,105.7,818,87.66,30.15,0.0148,,6214,1.08,1.17,0.07,-0.055,4.44,,0.67357,876.3,14.814,13.202,14.658,Super Earth
Kepler-1917 b,1,1,12.90240002,0.103,1.89,0.169,4.23,0.0133,M-R relationship,3.44,0,48.99,675,89.42,39.72,0.01735,,5530,0.79,0.88,-0.22,-0.296,4.59,,6.23823,909.037,15.474,13.509,15.4691,Super Earth
Kepler-192 d,1,3,6.47027579,0.0668,1.02,0.091,1.04,0.00328,M-R relationship,5.39,0,186.08,926,85.94,15.26,0.00999,,5487,0.94,0.94,0.13,-0.094,4.46,6.76,1.6048,651.674,14.308,12.427,14.1039,Super Earth
Kepler-1921 c,1,2,3.15722086,0.0454,1.41,0.151,2.57,0.00809,M-R relationship,5.04,0,2436.47,1791,89.99,6.48,0.00645,,6120,2,1.25,0.02,0.806,3.93,,0.51611,928.989,13.103,11.514,12.9842,Super Earth
Kepler-1923 b,1,1,52.60969925,0.2846,1.96,0.175,4.5,0.0142,M-R relationship,3.29,0,8.63,553,89.88,48.7,0.01298,,5881,1.29,1.11,0.16,0.257,4.26,,0.82312,990.838,14.454,12.622,14.2312,Super Earth
Kepler-1928 b,1,1,19.57783,0.194,1.992,0.178,4.63,0.0146,M-R relationship,3.22,0.43,35.14,621,88.92,47.2,0.01984,,5720,0.92,1.01,0.12,-0.092,4.53,0.105,1.83277,326.362,12.679,11.107,12.6182,Super Earth
Kepler-1930 b,1,1,13.02680016,0.1025,1.53,0.136,2.95,0.00929,M-R relationship,4.53,0,40.51,643,89.01,54,0.01793,,5083,0.84,0.84,0.22,-0.505,4.51,,17.54038,275.694,13.447,11.289,13.3746,Super Earth
Kepler-1932 b,1,1,0.52417702,0.0123,1.515,0.135,2.91,0.00914,M-R relationship,4.6,0,3049.23,1891,86.42,5.08,0.01423,,5278,0.82,0.91,0.14,-0.352,4.58,,9.04642,713.733,15.286,13.149,15.0331,Super Earth
Kepler-1933 b,1,1,4.94329023,0.0561,1.18,0.105,1.76,0.00553,M-R relationship,5.89,0,296.74,1058,79.91,14.09,0.01068,,5661,1.01,0.96,0.1,-0.116,4.42,,0.11518,328.007,12.81,11.106,12.6781,Super Earth
Kepler-1934 b,1,1,1.41975999,0.0245,0.913,0.081,0.702,0.00221,M-R relationship,5.07,0,1968.38,1700,83.77,5.93,0.00731,,5925,1.04,0.97,-0.14,0.108,4.39,,1.95904,428.514,12.874,11.436,12.7503,Terrestrial
Kepler-1938 b,1,1,13.06260014,0.0938,1.828,0.163,4,0.0126,M-R relationship,3.6,0,18.25,527,89.76,31.11,0.01905,,4522,0.66,0.65,-0.22,-0.65,4.62,,3.33724,421.152,15.246,12.494,14.8554,Super Earth
Kepler-1939 b,1,1,2.7906599,0.0334,1.165,0.104,1.68,0.00528,M-R relationship,5.84,0,104.74,816,87.73,32.62,0.0136,,4353,0.6,0.65,-0.18,-0.808,4.68,,19.1089,189.833,13.622,10.841,13.3976,Super Earth
Kepler-194 b,1,3,2.092281,0.032,1.51,0.135,2.89,0.00909,M-R relationship,4.61,0,953.17,1648,87.62,6.52,0.01346,,6089,1.02,1.09,0.16,0.043,4.42,2.5,1.19508,1097.97,14.969,13.512,14.9117,Super Earth
Kepler-1940 b,1,1,4.95061016,0.0525,1.547,0.138,3.01,0.00948,M-R relationship,4.46,0,145.23,885,88.69,19.98,0.01765,,5431,0.72,0.8,-0.44,-0.377,4.62,,6.15348,798.595,15.674,13.478,15.2846,Super Earth
Kepler-1943 b,1,1,4.85018015,0.0571,1.549,0.138,3.02,0.00949,M-R relationship,4.47,0,344.04,1098,56.15,1.769,0.00753,,6032,0.97,1.06,-0.06,0.445,4.49,,0.00445,1004.55,13.868,12.252,13.7453,Super Earth
Kepler-1945 b,1,1,6.08003998,0.0597,1.289,0.115,2.21,0.00695,M-R relationship,5.67,0,100.72,808,89.58,34.8,0.01222,,4991,0.8,0.77,0.04,-0.441,4.51,,21.56713,,13.586,11.366,,Super Earth
Kepler-1947 b,1,1,6.9636302,0.0711,1.01,0.09,1.01,0.00317,M-R relationship,5.38,0,669.78,1298,89.69,16.73,0.00783,,6040,1.69,0.98,-0.44,0.111,3.98,,1.82834,468.771,12.973,11.504,12.877,Super Earth
Kepler-1948 b,1,1,15.57129955,0.1022,1.033,0.092,1.09,0.00343,M-R relationship,5.44,0,5.98,399,89.64,49.9,0.0121,,3872,0.56,0.59,0.12,-0.862,4.71,,9.70376,193.903,14.569,10.871,13.9243,Super Earth
Kepler-195 b,1,2,8.307872,0.077,2.03,0.181,4.78,0.015,M-R relationship,3.14,0,74.15,751,89.95,20.647,0.02502,,5329,0.78,0.84,-0.11,-0.367,4.6,0.7,2.41247,652.051,14.863,12.959,14.7989,Super Earth
Kepler-195 c,1,2,34.096863,0.197,1.55,0.138,3.02,0.00951,M-R relationship,4.46,0,11.28,469,89.65,24.6,0.01989,,5329,0.78,0.84,-0.11,-0.367,4.6,0.7,4.09059,652.051,14.863,12.959,14.7989,Super Earth
Kepler-1950 b,1,1,10.77690029,0.0871,1.527,0.136,2.95,0.00927,M-R relationship,4.55,0,75.83,752,89.87,31.79,0.01139,,5455,0.85,0.76,-0.34,-0.223,4.46,,5.23259,697.253,14.845,12.679,14.5569,Super Earth
Kepler-1952 b,1,1,27.21080017,0.1724,1.239,0.111,2.07,0.0065,M-R relationship,5.98,0,65.27,725,80.02,5.61,0.00908,,5973,1.31,0.92,-0.34,0.291,4.17,,0.00452,852.062,13.828,12.204,13.8909,Super Earth
Kepler-1953 b,1,1,6.24565983,0.0607,1.286,0.115,2.2,0.00692,M-R relationship,5.69,0,67.62,731,87.87,19.67,0.01412,,4858,0.71,0.79,-0.02,-0.63,4.62,,1.97131,605.631,15.936,13.163,15.4666,Super Earth
Kepler-1954 b,1,1,5.88343,0.0625,1.802,0.161,3.9,0.0123,M-R relationship,3.66,0,192.09,949,88.75,16.27,0.01365,,5840,0.85,0.94,-0.24,0.045,4.55,,2.52639,1373.83,15.875,13.978,15.7125,Super Earth
Kepler-1955 b,1,1,14.26519966,0.117,1.167,0.104,1.69,0.00531,M-R relationship,5.85,0,113.9,853,89.29,30.54,0.00749,,5825,1.29,1.05,0.14,0.23,4.24,,2.16725,449.351,12.609,11.08,12.5298,Super Earth
Kepler-1956 b,1,1,5.94371986,0.0563,1.089,0.097,1.32,0.00416,M-R relationship,5.61,0,48.82,674,89.54,24.5,0.01536,,4391,0.68,0.67,0.04,-1.045,4.6,,7.87556,360.468,15.989,12.848,15.5722,Super Earth
Kepler-1957 b,1,1,2.18662,0.0299,0.944,0.084,0.79,0.00248,M-R relationship,5.16,0,345.07,1099,82.31,6.19,0.00975,,4904,0.77,0.74,0,-0.601,4.54,,0.93901,460.899,15.13,12.613,14.7806,Terrestrial
Kepler-1958 b,1,1,9.32861996,0.0856,2.051,0.183,4.86,0.0153,M-R relationship,3.09,0,99.6,806,89.96,46.09,0.01766,,5749,0.86,0.96,-0.1,-0.001,4.55,,21.27922,1320.38,15.486,13.727,15.4313,Super Earth
Kepler-1959 b,1,1,6.38669014,0.0617,1.143,0.102,1.57,0.00494,M-R relationship,5.78,0,102.25,811,89.98,39.7,0.01357,,5071,0.81,0.77,-0.02,-0.474,4.5,,32.34332,479.263,14.797,12.494,14.5568,Super Earth
Kepler-196 b,1,3,20.739886,0.138,1.9,0.17,4.27,0.0134,M-R relationship,3.42,0,20.73,536,88.68,53.105,0.02247,,5128,0.78,0.85,-0.02,-0.393,4.57,3.98,6.58628,451.312,14.239,12.235,14.1033,Super Earth
Kepler-1960 b,1,1,2.29794002,0.0354,1.307,0.117,2.26,0.00712,M-R relationship,5.56,0,1352.14,1547,89.01,6.226,0.00841,,6371,1.07,1.12,-0.18,0.271,4.43,,0.86477,1527.56,15.181,13.685,15.0761,Super Earth
Kepler-1961 b,1,1,5.6047101,0.0588,1.619,0.144,3.25,0.0102,M-R relationship,4.21,0,132.98,866,89.14,15.14,0.01313,,5401,0.78,0.87,-0.16,-0.276,4.59,,1.9082,1042.45,15.809,13.744,15.695,Super Earth
Kepler-1962 b,1,1,7.99145985,0.0783,1.215,0.108,1.95,0.00614,M-R relationship,5.98,0,155.95,901,81.62,6.45,0.01189,,5700,1.01,1,0.16,-0.122,4.43,,0.07953,866.826,15.146,13.412,14.9657,Super Earth
Kepler-1963 b,1,1,1.96226001,0.0298,0.744,0.066,0.337,0.00106,M-R relationship,4.49,0,1038.36,1448,89.06,10.29,0.00755,,5726,0.98,0.92,-0.1,-0.259,4.42,,5.35253,492.847,14.054,12.261,13.8875,Terrestrial
Kepler-1964 b,1,1,2.44082999,0.0322,1.781,0.159,3.83,0.012,M-R relationship,3.73,0,223.8,986,75.89,5.14,0.18932,,4803,0.7,0.75,-0.08,-0.631,4.62,,0.43127,,16.363,13.45,,Super Earth
Kepler-1965 b,1,1,41.86869812,0.2301,1.354,0.121,2.4,0.00756,M-R relationship,5.31,0,13.89,492,87.73,23.2,0.01158,,5852,0.84,0.93,-0.3,-0.076,4.56,,0.13559,521.791,13.839,12.12,13.6415,Super Earth
Kepler-1966 b,1,1,8.61742973,0.0763,1.105,0.099,1.39,0.00437,M-R relationship,5.66,0,68.28,733,89.86,24.5,0.0112,,5009,0.84,0.8,0.16,-0.567,4.49,,3.74749,484.601,15.222,12.643,14.7889,Super Earth
Kepler-1967 b,1,1,7.28169012,0.0735,0.73,0.065,0.315,0.00099,M-R relationship,4.45,0,329.68,1086,84.96,10.88,0.0094,,4970,1.81,1,0.32,-0.567,3.92,,0.4597,249.102,13.519,11.192,13.3752,Terrestrial
Kepler-1968 b,1,1,7.2810998,0.0696,1.5,0.134,2.86,0.00899,M-R relationship,4.66,0,72.16,744,89.72,20.72,0.01622,,5008,0.79,0.84,0.18,-0.65,4.57,,3.17541,750.93,16.303,13.802,15.9711,Super Earth
Kepler-1969 b,1,1,6.64752007,0.0717,1.682,0.15,3.47,0.0109,M-R relationship,4.01,0,235.89,999,89.47,25.6,0.01563,,6046,1.01,1.11,0.07,-0.181,4.48,,7.17422,1204.54,15.851,14.235,15.6806,Super Earth
Kepler-197 b,2,4,5.599308,0.06,1.02,0.091,1.04,0.00328,M-R relationship,5.39,0.02,431.26,1142,79.07,6.26,0.00919,,6004,1.12,0.86,-0.441,0.222,4.3,5.37,0.9219,330.575,11.775,10.535,11.78,Super Earth
Kepler-197 c,2,4,10.349695,0.09,1.23,0.11,5.3,0.017,Mass,15.7,0.08,189.97,930,83.51,9.43,0.01094,,6004,1.12,0.86,-0.441,0.222,4.3,5.37,1.09836,330.575,11.775,10.535,11.78,Super Earth
Kepler-197 d,2,4,15.677563,0.119,1.22,0.109,1.98,0.00624,M-R relationship,5.99,0.03,109.09,810,84.55,12.43,0.01064,,6004,1.12,0.86,-0.441,0.222,4.3,5.37,0.93309,330.575,11.775,10.535,11.78,Super Earth
Kepler-197 e,2,4,25.209715,0.164,0.91,0.081,0.693,0.00218,M-R relationship,5.05,0.38,57.94,691,87.69,17.07,0.00874,,6004,1.12,0.86,-0.441,0.222,4.3,5.37,0.87104,330.575,11.775,10.535,11.78,Terrestrial
Kepler-1972 b,1,2,7.54425,0.0763,0.802,0.072,2.02,0.00636,Mass,22.2,0.067,326.67,1084,87.62,12.34,0.00532,,5818,1.38,1.12,0.23,0.294,4.2,7.4,0.62596,287.339,11.23,9.792,11.1438,Super Earth
Kepler-1972 c,1,2,11.3295,0.1041,0.868,0.077,2.11,0.00664,Mass,18.4,0.043,515.77,1215,87.13,16.19,0.00575,,5818,1.38,1.12,0.23,0.294,4.2,7.4,0.62596,287.339,11.23,9.792,11.1438,Super Earth
Kepler-1977 b,1,1,4.53702121,0.0486,1.66,0.163,3.39,0.0107,M-R relationship,4.07,0,95.61,798,87.14,14.16,0.02205,,4805,0.69,0.77,-0.06,-0.694,4.63,1.3,2.61043,592.711,16.047,13.358,15.654,Super Earth
Kepler-198 d,1,3,1.31184443,0.0229,1.53,0.136,2.96,0.0093,M-R relationship,4.54,0,1444.52,1562,88.78,5.725,0.01478,,5636,0.93,0.97,0.04,-0.109,4.49,3.72,2.06258,495.358,13.684,12.027,13.5662,Super Earth
Kepler-1982 b,1,1,3.82315697,0.0511,0.77,0.077,0.381,0.0012,M-R relationship,4.59,0,638.38,1282,89.7,12.3,0.00629,,6202,1.12,1.21,0.21,0.371,4.42,,2.40673,558.855,12.696,11.473,12.6166,Terrestrial
Kepler-1986 b,1,1,19.5489666,0.1307,1.89,0.263,4.23,0.0133,M-R relationship,3.44,0,26.62,579,89.05,50.2,0.02362,,5549,0.73,0.78,-0.54,-0.411,4.6,,6.2798,912.085,15.661,13.908,15.718,Super Earth
Kepler-1987 b,1,4,2.345863,0.0318,1.23,0.135,2.04,0.00642,M-R relationship,6.02,0,233.38,997,89.81,10.85,0.01572,,4769,0.71,0.8,0.12,-0.616,4.62,,4.38761,595.683,15.477,13.154,15.505,Super Earth
Kepler-1987 c,1,4,3.64830183,0.0427,1.33,0.151,2.33,0.00733,M-R relationship,5.44,0,129.44,860,89.75,14.17,0.01701,,4769,0.71,0.8,0.12,-0.616,4.62,,4.04262,595.683,15.477,13.154,15.505,Super Earth
Kepler-1987 e,1,4,8.74292005,0.0765,1.92,0.219,4.35,0.0137,M-R relationship,3.38,0,40.33,643,89.95,26.04,0.02459,,4769,0.71,0.8,0.12,-0.616,4.62,,4.37105,595.683,15.477,13.154,15.505,Super Earth
Kepler-1988 b,1,1,11.49500229,0.1038,1.53,0.138,2.96,0.0093,M-R relationship,4.54,0,351.79,1105,79.67,5.08,0.00785,,6033,1.79,1.13,-0.1,0.582,3.99,,0.01874,513.426,12.128,10.521,12.1213,Super Earth
Kepler-1990 c,1,2,4.06844957,0.0504,0.98,0.106,0.904,0.00284,M-R relationship,5.28,0,442.08,1170,86.61,9.3,0.00841,,5751,1.07,1.03,0.21,0.117,4.39,2.5,0.91819,392.739,11.946,11.055,12.5829,Terrestrial
Kepler-1991 b,1,2,13.26079792,0.1065,1.47,0.165,2.76,0.00869,M-R relationship,4.77,0,78.79,760,89.51,25.61,0.01276,,5478,1.05,0.91,0.16,-0.108,4.35,0.4,1.80709,855.82,15.048,13.067,14.7212,Super Earth
Kepler-1992 b,1,1,15.6112238,0.1169,0.91,0.092,0.693,0.00218,M-R relationship,5.05,0,38.99,637,89.03,27.6,0.00985,,5383,0.84,0.87,0,-0.009,4.53,13.6,1.62557,532.955,13.79,11.767,13.554,Terrestrial
Kepler-1994 b,1,1,4.61225043,0.053,0.51,0.056,0.087,0.00027,M-R relationship,3.6,0,268.27,1032,89.95,13.15,0.00485,,5495,0.96,0.93,0.16,-0.042,4.44,12.9,2.02284,241.991,12.01,10.185,11.8227,Terrestrial
Kepler-1998 b,1,1,3.03267135,0.0405,0.6,0.062,0.156,0.00049,M-R relationship,3.97,0,468.31,1187,88.93,12.78,0.00593,,5640,0.92,0.96,0.06,-0.066,4.49,4.7,4.29145,340.965,12.74,11.076,12.6024,Terrestrial
Kepler-20 b,2,6,3.6961049,0.04565,1.773,0.158,9.7,0.03052,Mass,9.4,0.083,331,1187,87.36,10.34,0.01925,,5495,0.92,0.93,0.07,-0.165,4.45,5.6,2.20611,282.563,12.61,10.871,12.4535,Super Earth
Kepler-20 d,2,6,77.611455,0.3474,2.606,0.232,13.4,0.04216,Mass,4.1,0.082,5.71,430,89.708,78.23,0.02768,,5495,0.92,0.93,0.07,-0.165,4.45,5.6,1.81167,282.563,12.61,10.871,12.4535,Super Earth
Kepler-20 e,2,6,6.0984882,0.0637,0.821,0.073,0.76,0.00239,Mass,7.5,0.092,169.8,1004,87.63,11.56,0.00822,,5495,0.92,0.93,0.07,-0.165,4.45,5.6,1.51,282.563,12.61,10.871,12.4535,Terrestrial
Kepler-20 f,2,6,19.578328,0.1387,0.952,0.085,1.4,0.0044,Mass,8.4,0.094,35.9,681,88.788,44.5677,0.00981,,5495,0.92,0.93,0.07,-0.165,4.45,5.6,1.51,282.563,12.61,10.871,12.4535,Super Earth
Kepler-200 c,1,2,10.222157,0.09,1.59,0.142,3.15,0.00993,M-R relationship,4.31,0,126.36,806,88.23,16.9,0.01426,,5678,0.94,0.98,-0.006,0.008,4.45,6.3,60.86001,665.912,13.932,12.455,13.9518,Super Earth
Kepler-2000 c,1,2,20.6180348,0.1228,1.57,0.196,3.09,0.00972,M-R relationship,4.39,0,3.92,359,89.82,48.85,0.02489,,3757,0.58,0.58,0.48,-1.053,4.68,13.9,5.1879,320.588,15.642,12.29,15.2639,Super Earth
Kepler-2001 b,1,2,1.090011,0.0197,1.04,0.106,1.12,0.00352,M-R relationship,5.47,0,911.28,1402,83.71,4.84,0.01236,,5081,0.77,0.86,0.12,-0.546,4.6,4,1.80766,776.55,15.981,13.551,15.7733,Super Earth
Kepler-2001 c,1,2,14.09258319,0.1084,1.82,0.364,3.97,0.0125,M-R relationship,3.62,0,30.1,597,88.45,21.704685,0.02168,,5081,0.77,0.86,0.12,-0.546,4.6,4,0.97395,776.55,15.981,13.551,15.7733,Super Earth
Kepler-202 b,1,2,4.069427,0.045,1.63,0.145,3.29,0.0104,M-R relationship,4.17,0,108.5,802,89.62,15.491,0.02065,,4668,0.67,0.68,-0.263,-0.638,4.65,3.24,4.24656,285.111,14.178,11.639,13.8433,Super Earth
Kepler-202 c,1,2,16.282493,0.113,1.85,0.165,4.08,0.0128,M-R relationship,3.54,0,17.07,505,89.46,42.02,0.02537,,4668,0.67,0.68,-0.263,-0.638,4.65,3.24,4.74396,285.111,14.178,11.639,13.8433,Super Earth
Kepler-203 c,1,3,5.370647,0.061,2.47,0.22,749.9,2.36,Mass,273,0,329.79,1096,87.46,20.378,0.02087,,5821,1.11,1,0.048,0.094,4.36,0.5,5.54994,703.302,14.14,12.445,13.9421,Super Earth
Kepler-203 d,1,3,11.32972,0.1,1.44,0.128,33.9,0.107,Mass,62.4,0,121.82,855,89.91,22.76,0.01159,,5821,1.11,1,0.048,0.094,4.36,0.5,0.98943,703.302,14.14,12.445,13.9421,Super Earth
Kepler-204 c,1,2,25.660593,0.173,1.79,0.16,3.86,0.0121,M-R relationship,3.7,0,36.89,683,87.88,23.4,0.01202,,5812,1.24,1.03,0.01,0.03,4.27,3.3,2.33315,686.723,13.977,12.481,13.8745,Super Earth
Kepler-205 b,1,2,2.75564,0.032,1.51,0.135,2.89,0.00909,M-R relationship,4.61,0,102.56,757,85.06,6.8,0.0243,M1 V,4321,0.55,0.59,-0.125,-0.956,4.74,3.16,1.97675,159.72,13.779,10.833,13.4947,Super Earth
Kepler-205 c,1,2,20.306546,0.122,1.64,0.146,3.33,0.0105,M-R relationship,4.15,0,7.14,389,89,26,0.023,M1 V,4321,0.55,0.59,-0.125,-0.956,4.74,3.16,4.27115,159.72,13.779,10.833,13.4947,Super Earth
Kepler-206 b,1,3,7.781987,0.078,1.2,0.107,1.87,0.00588,M-R relationship,5.95,0,192.27,983,84.82,12,0.00955,,5764,1.19,1.05,0.021,0.084,4.31,7,0.86142,594.447,13.507,12.001,13.4609,Super Earth
Kepler-206 c,1,3,13.137471,0.111,1.77,0.158,3.78,0.0119,M-R relationship,3.75,0,95.51,825,86.45,20.53,0.01355,,5764,1.19,1.05,0.021,0.084,4.31,7,0.9486,594.447,13.507,12.001,13.4609,Super Earth
Kepler-206 d,1,3,23.44281,0.163,1.19,0.106,1.81,0.0057,M-R relationship,5.9,0,44.17,681,85.83,12.71,0.00821,,5764,1.19,1.05,0.021,0.084,4.31,7,0.86142,594.447,13.507,12.001,13.4609,Super Earth
Kepler-207 b,1,3,1.611865,0.029,1.57,0.14,3.09,0.00972,M-R relationship,4.39,0,4097.32,1930,73.17,2.96,0.00981,,5920,1.59,1.04,0.18,0.534,4.13,4.17,0.29599,875.519,13.164,11.805,13.1671,Super Earth
Kepler-207 c,1,3,3.071571,0.044,1.5,0.134,2.86,0.00899,M-R relationship,4.66,0,1742.71,1556,74.56,4.55,0.00877,,5920,1.59,1.04,0.18,0.534,4.13,4.17,0.29599,875.519,13.164,11.805,13.1671,Super Earth
Kepler-208 b,1,4,4.22864,0.054,1.63,0.145,3.29,0.0104,M-R relationship,4.17,0,639.58,1379,89.94,9.739,0.01155,,6092,1.31,1.16,-0.042,0.309,4.26,4.37,1.00597,775.328,13.561,12.21,13.5376,Super Earth
Kepler-208 c,1,4,7.466623,0.079,1.39,0.124,2.51,0.0079,M-R relationship,5.14,0,300.17,1141,88.98,8.39,0.01029,,6092,1.31,1.16,-0.042,0.309,4.26,4.37,1.01679,775.328,13.561,12.21,13.5376,Super Earth
Kepler-208 d,1,4,11.131786,0.103,1.2,0.107,1.87,0.00588,M-R relationship,5.95,0,176.28,999,89.02,11,0.00891,,6092,1.31,1.16,-0.042,0.309,4.26,4.37,1.26617,775.328,13.561,12.21,13.5376,Super Earth
Kepler-208 e,1,4,16.259458,0.132,1.48,0.132,2.79,0.00879,M-R relationship,4.73,0,106.34,880,89.29,14.1,0.01052,,6092,1.31,1.16,-0.042,0.309,4.26,4.37,1.98469,775.328,13.561,12.21,13.5376,Super Earth
Kepler-21 b,2,1,2.7858212,0.0434,1.639,0.146,7.5,0.0236,Mass,9.3,0,2749,2015,83.2,4.929,0.00788,F6 IV,6305,1.9,1.41,-0.03,0.715,4.03,2.84,0.287,108.522,8.25,6.945,8.12832,Super Earth
Kepler-211 b,1,2,4.138575,0.048,1.26,0.112,2.13,0.00669,M-R relationship,5.85,0,158.19,954,89.23,5.56,0.01463,,5123,0.82,0.9,0.151,-0.413,4.55,1.55,2.96587,309.353,13.448,11.447,13.2732,Super Earth
Kepler-211 c,1,2,6.04045,0.062,1.29,0.115,18.3,0.058,Mass,46.8,0,95.44,841,88.58,7.1,0.01485,,5123,0.82,0.9,0.151,-0.413,4.55,1.55,3.15683,309.353,13.448,11.447,13.2732,Super Earth
Kepler-212 b,1,2,16.257582,0.133,1.09,0.097,1.32,0.00416,M-R relationship,5.6,0,133.87,830,89.61,19.45,0.00702,,5852,1.46,1.17,0.116,0.383,4.18,2.5,0.44891,687.194,13.129,11.62,12.9872,Super Earth
Kepler-213 b,1,2,2.46236,0.036,1.62,0.145,3.26,0.0102,M-R relationship,4.21,0,833.47,1326,89.72,10.5143,0.01213,,5696,1.2,1.07,0.157,0.082,4.31,1.62,3.62663,634.939,13.705,12.122,13.6023,Super Earth
Kepler-215 b,1,4,9.360672,0.084,1.62,0.145,3.26,0.0102,M-R relationship,4.21,0,105.07,784,86.69,21.948,0.01471,,5739,1.03,0.94,-0.443,-0.117,4.36,1.62,0.58171,485.997,13.678,11.996,13.5549,Super Earth
Kepler-215 c,1,4,14.667108,0.113,1.77,0.158,3.78,0.0119,M-R relationship,3.75,0,57.69,675,88.61,29.609,0.0135,,5739,1.03,0.94,-0.443,-0.117,4.36,1.62,1.45716,485.997,13.678,11.996,13.5549,Super Earth
Kepler-215 d,1,4,30.864423,0.185,2.39,0.213,23.6,0.074,Mass,9.5,0,21.4,527,88.93,48.621,0.02418,,5739,1.03,0.94,-0.443,-0.117,4.36,1.62,8.36305,485.997,13.678,11.996,13.5549,Super Earth
Kepler-215 e,1,4,68.16101,0.314,1.75,0.156,3.71,0.0117,M-R relationship,3.8,0,7.44,405,89.68,82.454,0.01599,,5739,1.03,0.94,-0.443,-0.117,4.36,1.62,2.35964,485.997,13.678,11.996,13.5549,Super Earth
Kepler-217 c,1,3,8.586004,0.089,1.85,0.165,4.08,0.0128,M-R relationship,3.54,0,730.81,1208,86.96,7.46,0.00942,,6171,1.8,1.14,0.09,0.754,4.03,2.63,0.3447,1104.64,13.155,12.103,13.1207,Super Earth
